2021:01/20/21:00:14,200
2021:01/20/21:00:14,250
2021:01/20/21:00:14,212
2021:01/20/21:00:22,200
2021:01/20/21:00:23,200
2021:01/20/21:00:23,250
2021:01/20/21:00:23,212
2021:01/20/21:00:23,213
2021:01/20/21:12:36,Flow: 200, IMEI: 23469783900012222, Battery: 3.8
2021:01/22/21:34:01,Flow: 329, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:01,Flow: 285, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:01,Flow: 256, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:18,Flow: 322, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:18,Flow: 348, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:18,Flow: 345, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:18,Flow: 269, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:18,Flow: 304, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:18,Flow: 273, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:36,Flow: 339, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:36,Flow: 310, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:36,Flow: 255, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:36,Flow: 276, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:36,Flow: 273, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:36,Flow: 256, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:54,Flow: 263, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:54,Flow: 320, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:34:54,Flow: 288, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:54,Flow: 344, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:34:54,Flow: 270, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:12,Flow: 294, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:12,Flow: 316, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:12,Flow: 284, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:12,Flow: 276, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:12,Flow: 344, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:12,Flow: 313, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:12,Flow: 288, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:31,Flow: 294, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:31,Flow: 340, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:35:31,Flow: 300, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:31,Flow: 309, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:31,Flow: 273, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:31,Flow: 297, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:49,Flow: 335, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:35:49,Flow: 267, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:35:49,Flow: 322, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:49,Flow: 289, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:49,Flow: 297, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:35:49,Flow: 335, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:07,Flow: 346, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:36:07,Flow: 335, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:36:07,Flow: 273, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:07,Flow: 270, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:07,Flow: 294, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:07,Flow: 318, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:24,Flow: 285, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:36:24,Flow: 265, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:36:24,Flow: 275, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:36:24,Flow: 284, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:24,Flow: 292, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:24,Flow: 261, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:43,Flow: 329, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:36:43,Flow: 302, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:43,Flow: 294, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:43,Flow: 345, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:43,Flow: 268, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:36:43,Flow: 346, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:01,Flow: 342, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:01,Flow: 265, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:37:01,Flow: 341, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:01,Flow: 283, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:01,Flow: 319, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:01,Flow: 347, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:19,Flow: 303, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:19,Flow: 297, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:19,Flow: 275, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:19,Flow: 260, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:19,Flow: 312, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:19,Flow: 261, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:36,Flow: 258, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:37:36,Flow: 327, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:36,Flow: 311, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:36,Flow: 275, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:36,Flow: 285, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:55,Flow: 318, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:55,Flow: 345, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:55,Flow: 326, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:55,Flow: 317, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:37:55,Flow: 289, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:55,Flow: 324, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:37:55,Flow: 281, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:12,Flow: 306, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:38:12,Flow: 251, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:38:12,Flow: 322, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:38:12,Flow: 310, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:12,Flow: 344, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:31,Flow: 334, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:38:31,Flow: 305, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:38:31,Flow: 339, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:38:31,Flow: 257, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:31,Flow: 265, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:31,Flow: 343, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:31,Flow: 319, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:50,Flow: 330, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:38:50,Flow: 305, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:38:50,Flow: 305, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:38:50,Flow: 256, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:50,Flow: 313, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:38:50,Flow: 252, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:06,Flow: 326, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:39:06,Flow: 258, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:39:06,Flow: 299, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:06,Flow: 281, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:06,Flow: 294, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:25,Flow: 288, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:39:25,Flow: 258, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:39:25,Flow: 347, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:39:25,Flow: 301, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:25,Flow: 299, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:25,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:25,Flow: 281, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:43,Flow: 281, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:39:43,Flow: 264, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:39:43,Flow: 269, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:43,Flow: 325, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:43,Flow: 259, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:39:43,Flow: 330, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:01,Flow: 279, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:01,Flow: 273, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:01,Flow: 304, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:01,Flow: 310, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:01,Flow: 287, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:01,Flow: 295, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:18,Flow: 267, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:18,Flow: 275, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:18,Flow: 250, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:18,Flow: 306, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:18,Flow: 314, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:37,Flow: 347, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:37,Flow: 298, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:37,Flow: 254, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:37,Flow: 300, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:37,Flow: 300, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:37,Flow: 326, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:55,Flow: 262, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:55,Flow: 304, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:40:55,Flow: 347, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:40:55,Flow: 254, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:55,Flow: 331, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:40:55,Flow: 298, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:13,Flow: 315, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:13,Flow: 328, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:41:13,Flow: 349, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:13,Flow: 259, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:13,Flow: 279, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:13,Flow: 303, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:32,Flow: 333, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:32,Flow: 297, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:32,Flow: 257, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:32,Flow: 323, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:32,Flow: 272, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:32,Flow: 255, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:32,Flow: 326, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:49,Flow: 303, IMEI: 864287039914179, Battery: 90.0
2021:01/22/21:41:49,Flow: 274, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:41:49,Flow: 280, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:49,Flow: 316, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:49,Flow: 250, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:41:49,Flow: 294, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:07,Flow: 320, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:07,Flow: 335, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:07,Flow: 266, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:07,Flow: 348, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:07,Flow: 305, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:07,Flow: 283, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:25,Flow: 307, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:42:25,Flow: 326, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:25,Flow: 328, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:25,Flow: 316, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:25,Flow: 307, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:44,Flow: 261, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:44,Flow: 328, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:44,Flow: 264, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:42:44,Flow: 269, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:44,Flow: 287, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:42:44,Flow: 283, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:01,Flow: 341, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:01,Flow: 270, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:01,Flow: 312, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:01,Flow: 283, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:01,Flow: 347, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:01,Flow: 281, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:19,Flow: 338, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:19,Flow: 339, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:19,Flow: 323, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:19,Flow: 327, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:19,Flow: 254, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:19,Flow: 308, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:38,Flow: 250, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:38,Flow: 304, IMEI: 864287039914179, Battery: 89.0
2021:01/22/21:43:38,Flow: 310, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:38,Flow: 265, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:38,Flow: 297, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:38,Flow: 330, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:38,Flow: 280, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:56,Flow: 305, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:43:56,Flow: 296, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:43:56,Flow: 257, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:56,Flow: 288, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:56,Flow: 250, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:43:56,Flow: 276, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:13,Flow: 285, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:44:13,Flow: 307, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:44:13,Flow: 263, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:13,Flow: 264, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:13,Flow: 343, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:13,Flow: 310, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:31,Flow: 304, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:44:31,Flow: 268, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:44:31,Flow: 307, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:31,Flow: 335, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:31,Flow: 279, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:31,Flow: 265, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:44:51,Flow: 313, IMEI: 864287039914179, Battery: 90.0
2021:01/22/21:44:51,Flow: 252, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:44:51,Flow: 267, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:51,Flow: 293, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:51,Flow: 269, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:44:51,Flow: 317, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:08,Flow: 297, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:45:08,Flow: 319, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:45:08,Flow: 345, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:08,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:08,Flow: 323, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:08,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:26,Flow: 298, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:45:26,Flow: 335, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:45:26,Flow: 308, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:26,Flow: 309, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:26,Flow: 256, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:26,Flow: 280, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:43,Flow: 274, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:45:43,Flow: 282, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:45:43,Flow: 323, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:43,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:45:43,Flow: 347, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:02,Flow: 270, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:02,Flow: 300, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:02,Flow: 281, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:02,Flow: 330, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:02,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:02,Flow: 250, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:21,Flow: 270, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:21,Flow: 283, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:21,Flow: 308, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:21,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:21,Flow: 326, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:21,Flow: 300, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:21,Flow: 284, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:38,Flow: 330, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:38,Flow: 329, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:38,Flow: 282, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:38,Flow: 324, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:38,Flow: 299, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:38,Flow: 292, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:55,Flow: 299, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:46:55,Flow: 321, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:46:55,Flow: 260, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:55,Flow: 329, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:46:55,Flow: 333, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:14,Flow: 320, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:14,Flow: 290, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:14,Flow: 273, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:14,Flow: 300, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:14,Flow: 321, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:14,Flow: 279, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:33,Flow: 268, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:33,Flow: 296, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:33,Flow: 349, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:33,Flow: 280, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:33,Flow: 271, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:33,Flow: 326, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:50,Flow: 274, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:50,Flow: 294, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:50,Flow: 308, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:47:50,Flow: 346, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:50,Flow: 321, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:47:50,Flow: 314, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:09,Flow: 310, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:09,Flow: 348, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:09,Flow: 301, IMEI: 864287039914179, Battery: 90.0
2021:01/22/21:48:09,Flow: 290, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:09,Flow: 253, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:09,Flow: 301, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:27,Flow: 251, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:27,Flow: 255, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:27,Flow: 330, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:27,Flow: 268, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:27,Flow: 324, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:27,Flow: 299, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:27,Flow: 263, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:45,Flow: 270, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:45,Flow: 275, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:48:45,Flow: 262, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:45,Flow: 333, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:45,Flow: 338, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:48:45,Flow: 267, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:03,Flow: 258, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:03,Flow: 300, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:03,Flow: 274, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:03,Flow: 345, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:03,Flow: 307, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:03,Flow: 261, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:20,Flow: 340, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:20,Flow: 316, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:20,Flow: 260, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:20,Flow: 343, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:20,Flow: 303, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:20,Flow: 315, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:39,Flow: 310, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:39,Flow: 292, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:39,Flow: 253, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:39,Flow: 302, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:39,Flow: 257, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:39,Flow: 291, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:57,Flow: 260, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:57,Flow: 250, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:49:57,Flow: 349, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:57,Flow: 277, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:57,Flow: 321, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:49:57,Flow: 337, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:14,Flow: 264, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:14,Flow: 275, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:14,Flow: 291, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:50:14,Flow: 267, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:14,Flow: 298, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:32,Flow: 292, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:32,Flow: 265, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:32,Flow: 324, IMEI: 864287039914179, Battery: 92.0
2021:01/22/21:50:32,Flow: 295, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:32,Flow: 323, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:32,Flow: 270, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:51,Flow: 261, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:51,Flow: 289, IMEI: 864287039914179, Battery: 91.0
2021:01/22/21:50:51,Flow: 304, IMEI: 864287039914179, Battery: 93.0
2021:01/22/21:50:51,Flow: 255, IMEI: 864287039914179, Battery: 94.0
2021:01/22/21:50:51,Flow: 279, IMEI: 864287039914179, Battery: 94.0
